# MaNGA_plate MaNGA_IFU NSAID ra dec redshift ba phi Mstar rabsmag plate MJD fiberID index imc aimc smoothness_score logHI WF50 WP20 galID FHI Total_Ha_flux
9510 6102 244049 126.646908042 28.2374723675 0.0552284 0.549209 64.6147 24753700000.0 -20.7278 1267 52932 466 1090162 2.0 21.09 1.3217423763492115 10.029999732971191 138.8082775500463 354.2004323690837 9510-6102 0.800000011920929 nan
9510 1901 244069 126.778482539 27.7717629614 0.0203841 0.771517 135.601 239056000.0 -16.5048 1267 52932 499 1088748 1.0 2.0 1.3253118625679927 8.979999542236328 168.18380327517198 334.7957953047816 9510-1901 0.5 nan
9510 12701 622507 125.87444 27.13638 0.0237064 0.770055 43.7896 4901420000.0 -19.7038 0 0 0 -1 -1.0 -1.0 0.6898374897607213 9.529999732971191 316.6255838094496 181.8245926826542 9510-12701 1.3200000524520874 nan
9510 6103 244284 127.511819926 29.2831296116 0.0496643 0.921374 75.3093 8952850000.0 -20.613 1268 52933 356 1098029 2.0 74.6 0.9150491661376035 10.1899995803833 169.80672647476038 694.6638810331107 9510-6103 1.399999976158142 nan
9510 12702 243973 125.70373 27.71532 0.0197461 0.404378 90.3348 800588000.0 -17.8049 1267 52932 276 1090135 2.0 50.26 0.9294739337124147 9.789999961853027 242.73119859697272 143.23327484776317 9510-12702 3.4000000953674316 nan
9510 9101 244065 126.784081042 27.8104519653 0.0202794 0.49944 13.9161 3217420000.0 -18.7621 1267 52932 494 1088747 2.0 24.47 0.8789386832801095 8.979999542236328 123.50688278572602 245.85949563887516 9510-9101 0.5 nan
9510 6101 647593 127.853233749 27.5800054391 0.0196494 0.257684 132.212 2287080000.0 -19.0753 1267 52932 26 1144497 2.0 67.71 0.8684100160504332 9.880000114440918 241.14360119491167 203.88536238368067 9510-6101 4.170000076293945 nan
8258 3701 271156 165.570030751 44.33518369 0.0246067 0.848953 58.3675 2336230000.0 -18.8859 1363 53053 428 1250777 2.0 97.84 0.48296509580698765 9.779999732971191 702.028788398166 732.30496256089 8258-3701 2.2699999809265137 nan
8258 1901 293220 166.620758182 44.8509015149 0.021032 0.704367 149.314 2058970000.0 -18.2887 1436 53054 8 1167713 2.0 45.76 0.6071164686073284 9.229999542236328 315.56585451964713 332.47116815462823 8258-1901 0.8600000143051147 nan
8258 12702 271537 167.329258624 43.8747567427 0.0212478 0.351659 116.593 997318000.0 -18.2927 1364 53061 457 1234032 2.0 58.69 0.6508866679461706 9.510000228881836 268.1256781560814 278.80797609058664 8258-12702 1.6200000047683716 nan
8259 3702 272859 177.794188858 45.2228493075 0.0358399 0.945087 12.1118 15809000000.0 -20.4048 1368 53084 469 1248893 2.0 0.0 0.7009150789812277 9.739999771118164 452.85025270529 489.5678407624757 8259-3702 0.9300000071525574 nan
8259 12701 273035 179.962635154 43.7406891014 0.0196167 0.39681 136.686 873564000.0 -18.04 1369 53089 227 1240547 2.0 75.32 0.6628562797934322 9.3100004196167 199.36795560569365 210.26237940928345 8259-12701 1.190000057220459 nan
8259 6104 273004 180.590519764 44.567172387 0.0435042 0.905687 37.3916 4456860000.0 -19.4009 1369 53089 151 1244570 2.0 60.0 0.46337440545610387 9.479999542236328 205.2143314808172 205.2143314808172 8259-6104 0.3400000035762787 nan
8259 12703 272990 180.942559765 43.9844602936 0.0227985 0.228855 90.5869 1834580000.0 -18.3586 1369 53089 117 1227294 2.0 46.39 0.6559343712471283 9.5 308.1789071551611 272.2247013203923 8259-12703 1.3600000143051147 nan
8259 6101 297202 179.44492912 42.9899484925 0.0309002 0.678643 114.164 4107100000.0 -19.5682 1447 53120 546 1276973 2.0 76.29 0.49729922782267283 9.649999618530273 221.92925246556976 288.6441811208637 8259-6101 1.0399999618530273 nan
8259 9101 272868 178.343964227 44.920519964 0.0194392 0.737978 149.803 545535000.0 -18.0133 1368 53084 492 1246742 2.0 118.21 0.9420746313402356 9.329999923706055 194.12446850686015 226.7255242866382 8259-9101 1.2799999713897705 nan
8259 12702 272871 178.506318037 44.6422563858 0.0240667 0.345568 169.76 5123390000.0 -19.243 1368 53084 499 -1 -1.0 -1.0 0.6217231459290017 9.779999732971191 374.0434273797499 388.96253844332966 8259-12702 2.3299999237060547 nan
8259 12704 273008 180.160568753 44.4066455755 0.0235676 0.814784 110.423 2588090000.0 -18.7762 1369 53089 170 1229329 2.0 53.74 1.2520068884812163 9.930000305175781 165.58443549699942 194.9066792829264 8259-12704 3.380000114440918 nan
8261 1901 273372 182.857363346 44.4360205784 0.023141 0.830571 56.5428 1780450000.0 -18.0967 1370 53090 204 1229379 2.0 37.17 0.6190749104817709 9.4399995803833 258.5683293104988 317.8235714441548 8261-1901 1.149999976158142 nan
8261 12703 298332 184.357789643 46.5668694873 0.0234834 0.350882 116.678 2038630000.0 -19.4814 1451 53117 208 1202225 2.0 161.04 0.8866787096730686 9.710000038146973 171.93145656912293 180.4746345352905 8261-12703 2.0999999046325684 nan
8261 12705 612291 183.403568678 46.4939291513 0.0257328 0.411278 0.126404 20513900000.0 -20.5907 6641 56383 966 -1 -1.0 -1.0 0.5808347070802707 10.390000343322754 423.47315668124793 449.8030938842271 8261-12705 8.720000267028809 nan
8261 6102 273376 182.705354326 44.5126055931 0.0228629 0.864719 6.04202 9398130000.0 -19.8073 1370 53090 209 1229370 2.0 30.6 0.4259661585752862 10.020000457763672 398.2033370647196 661.0175395274346 8261-6102 4.449999809265137 nan
8261 3701 612279 183.126549322 45.6854504505 0.0409084 0.736539 5.22083 38072900000.0 -21.1362 6641 56383 70 -1 -1.0 -1.0 0.5139253671653334 10.0600004196167 681.5543386199149 762.8677629671932 8261-3701 1.5099999904632568 nan
8261 1902 298336 184.334364032 46.6352655948 0.023694 0.643978 130.965 9408710000.0 -19.5494 1451 53117 213 1202224 1.0 1.0 2.8127065540033547 9.520000457763672 205.21695246108285 254.8872976427462 8261-1902 1.3200000524520874 nan
8250 3703 229976 139.739960635 43.5005762984 0.040052 0.939073 142.556 2424570000.0 -18.9954 1201 52674 460 866948 2.0 185.01 0.9999372731819914 9.279999732971191 -2906.4543856789396 395.673469922258 8250-3703 0.25999999046325684 nan
8250 6102 229881 138.902616221 42.1572231444 0.0247248 0.764941 82.8472 3510680000.0 -18.8735 1201 52674 197 847721 2.0 31.88 0.6744626287877913 9.430000305175781 358.6397654143984 451.7929512363201 8250-6102 0.9800000190734863 nan
8250 12703 146030 139.647743513 44.5967370112 0.014213 0.779483 21.0114 195305000.0 -17.7411 832 52312 597 800449 2.0 97.6 1.0666384652944711 9.390000343322754 170.8109933064339 193.1600952343785 8250-12703 2.759999990463257 nan
8250 12705 155982 140.39879069 43.2572462761 0.0160493 0.255031 53.6369 806945000.0 -17.8711 870 52325 303 865576 2.0 95.42 0.6510678204623136 9.199999809265137 208.90798602467507 225.4551532345503 8250-12705 1.3799999952316284 nan
8250 1901 591745 139.210480886 43.7186753657 0.0293164 0.87836 8.78479 11099200000.0 -19.8804 4639 55944 558 -1 -1.0 -1.0 2.1073797748427188 9.600000381469727 -2089.9594834921886 606.6949451578926 8250-1901 1.159999966621399 nan
8250 3704 229839 140.210574427 42.2888478624 0.0407695 0.702263 14.1189 3865010000.0 -19.0176 1201 52674 115 845229 2.0 37.68 1.0586874792536038 9.520000457763672 -1403.25227315371 415.77845130480296 8250-3704 0.41999998688697815 nan
8250 3702 145967 138.935541667 44.2360887374 0.0321364 0.86344 145.378 43381100000.0 -21.1816 832 52312 180 800424 1.0 1.0 2.4064817091363153 9.279999732971191 -1980.3685800918086 386.5584315494521 8250-3702 0.4099999964237213 nan
8250 12704 623168 138.981378466 44.332760792 0.0397859 0.631069 71.0522 55003800000.0 -21.7905 832 52312 154 800428 2.0 25.11 0.6569287496202062 10.329999923706055 475.6829934160871 666.4718363038402 8250-12704 2.950000047683716 nan
8250 12702 230008 140.359627792 43.1021548866 0.0451539 0.507355 34.7755 5471120000.0 -19.6364 1201 52674 563 865574 2.0 48.35 0.42445557762005826 9.770000457763672 341.171321578829 364.3802550195657 8250-12702 0.6200000047683716 nan
8250 6101 229892 138.753149994 42.0243897468 0.0278974 0.560657 45.843 11313900000.0 -20.0617 1201 52674 222 864044 2.0 30.57 0.41992118611561796 9.819999694824219 158.20336171317797 179.94122820811845 8250-6101 1.8700000047683716 nan
9502 12705 622767 129.150905337 25.1370094145 0.0289067 0.218596 24.8939 11273100000.0 -19.9303 0 0 0 -1 -1.0 -1.0 0.8616429009400975 9.829999923706055 541.0859205178646 240.8242259880647 9502-12705 1.75 nan
9502 12702 407563 128.941496454 24.4524639357 0.0431829 0.831111 151.951 2603030000.0 -19.7533 1930 53347 286 1849657 2.0 122.14 0.9819715292049485 9.600000381469727 53.94649546879849 519.6845730160921 9502-12702 0.47999998927116394 nan
9502 9102 407557 129.030903791 25.1127272222 0.0232003 0.447869 171.884 2685420000.0 -19.3187 1930 53347 268 1852316 2.0 64.0 0.44248814443829937 9.960000038146973 315.40124813186685 164.41128891980293 9502-9102 3.630000114440918 nan
9502 3703 647618 128.247008558 25.9909434811 0.017575 0.779112 140.429 3902660000.0 -18.5939 1586 52945 11 1151343 1.0 1.0 1.6088296708150125 9.619999885559082 459.4145883861553 478.5568629022451 9502-3703 3.809999942779541 nan
9505 12703 409549 140.040319545 27.2888540219 0.0450871 0.426558 165.488 7312260000.0 -19.5181 1937 53388 52 1871896 2.0 23.03 1.1816767939814814 10.170000076293945 458.8372104341263 350.4852908617302 9505-12703 1.6100000143051147 nan
9505 3702 409683 138.321183559 29.1168384521 0.0220589 0.684071 76.3601 949403000.0 -18.1959 1937 53388 326 1891672 2.0 94.67 0.5404215172641025 9.579999923706055 276.9340929442058 405.8044134231927 9505-3702 1.659999966621399 nan
9505 12702 409248 138.264982826 28.6355067914 0.0224925 0.232613 86.208 1788160000.0 -18.035 1936 53330 57 1813063 2.0 23.1 0.9321183368889748 9.460000038146973 243.6844154369587 303.3202639405182 9505-12702 1.2100000381469727 nan
9505 12704 409706 139.078120222 28.8890738652 0.0219701 0.813743 103.376 3525290000.0 -18.9479 1937 53388 377 1813085 2.0 47.82 0.8167781396194036 9.229999542236328 314.85233124428976 426.68512649499377 9505-12704 0.75 nan
9505 6102 409620 139.177873123 28.0542327591 0.028179 0.313676 48.553 5100760000.0 -19.0755 1937 53388 196 1889428 2.0 19.4 1.0417229188691586 9.710000038146973 126.37830324030493 147.44135378035574 9505-6102 1.409999966621399 nan
9505 6104 409700 138.796524431 29.2521950094 0.0207983 0.452138 5.33496 1772740000.0 -18.2829 1937 53388 364 1891681 2.0 79.84 0.7992286682128906 9.520000457763672 220.86489426700012 294.86023955442147 9505-6104 1.649999976158142 nan
9195 12704 644013 28.51532 14.90932 0.017002 0.605868 25.6711 2574530000.0 -18.3936 430 51877 405 385754 2.0 52.48 1.1113344021843932 9.670000076293945 208.65669179282645 341.8953022147518 9195-12704 4.71999979019165 nan
9195 12705 644056 28.7483064255 13.4829607899 0.0212895 0.348471 166.857 9695920000.0 -19.5323 430 51877 116 150362 2.0 15.79 0.9191651986315359 9.5 172.83326465081268 189.90321671509048 9195-12705 1.7599999904632568 nan
9195 12703 44639 30.1831280251 14.2106205629 0.0159717 0.410003 10.1093 691611000.0 -17.5309 427 51900 426 152783 2.0 54.5 0.7833549629312382 9.079999923706055 180.90435592475953 134.85597441663893 9195-12703 1.190000057220459 nan
9195 3704 45431 28.1850476804 13.1925503037 0.0261784 0.770719 90.6245 8937960000.0 -19.7938 430 51877 220 149124 2.0 35.45 0.4220373627517142 9.600000381469727 384.50963527513295 532.0357810541636 9195-3704 1.4299999475479126 nan
9195 12701 45451 27.8864427766 12.6996000839 0.0204739 0.365571 151.993 1018830000.0 -17.7165 430 51877 250 148152 2.0 53.04 0.7166481161368332 9.319999694824219 196.60856519266005 133.22110428355109 9195-12701 1.2000000476837158 nan
9195 6104 644115 28.9665870132 14.9402756516 0.0438183 0.723651 14.8278 30280600000.0 -21.4313 430 51877 528 385772 2.0 39.53 0.4193546666995713 10.220000267028809 402.8015929659449 208.64542944998587 9195-6104 2.059999942779541 nan
9195 3703 644130 29.0522287022 14.9066391304 0.026913 0.713317 30.2956 11349900000.0 -20.006 430 51877 529 385791 2.0 34.62 0.5076405443305358 9.420000076293945 192.62556970838122 146.9661754071353 9195-3703 0.8899999856948853 nan
8078 12703 39652 42.5702667337 0.0919901487903 0.0280766 0.818527 41.7863 29756000000.0 -21.0486 410 51877 301 -1 -1.0 -1.0 0.4508134670402221 10.3100004196167 586.6296567688406 482.1852074924892 8078-12703 6.340000152587891 nan
8078 6103 39654 42.4165410114 -0.0698507357271 0.0282334 0.667088 165.358 23869600000.0 -20.9162 410 51877 305 -1 -1.0 -1.0 0.3493622894880837 9.960000038146973 485.9197855706266 127.52038571604841 8078-6103 2.75 nan
8078 12701 39251 40.8804658761 0.306821500727 0.0266695 0.471286 11.8077 48743900000.0 -21.5179 408 51821 587 772002 2.0 24.45 0.43446649234781515 10.079999923706055 515.8844533722818 151.93080604810055 8078-12701 4.090000152587891 nan
8243 12701 49570 128.687740769 52.7156862498 0.0448787 0.470275 77.6107 64477800000.0 -21.912 444 51883 142 225674 2.0 22.09 0.4165621472360068 10.489999771118164 599.4198916726765 613.0173183268771 8243-12701 3.299999952316284 nan
8243 3701 49776 128.164388898 53.2332443411 0.0430794 0.80451 17.9625 9754420000.0 -19.6307 444 51883 485 244931 1.0 1.0 2.347632575757576 9.649999618530273 271.0715606528356 276.1225835221431 8243-3701 0.5199999809265137 nan
8243 12702 49495 130.386989359 52.4901978032 0.0178715 0.869304 144.433 1374550000.0 -18.1407 444 51883 39 197084 2.0 -2.0 1.4669079044451507 9.479999542236328 173.99122090041232 202.31537314001432 8243-12702 2.1600000858306885 nan
8243 12704 50334 131.167322871 53.9510738598 0.0239134 0.63099 23.89 9666680000.0 -19.8807 446 51899 180 223388 2.0 27.38 0.622260530587104 8.739999771118164 -1287.7180146390126 397.0141626714873 8243-12704 0.2199999988079071 nan
8243 9101 49586 128.178383835 52.4167757799 0.0432983 0.706638 148.275 3468020000.0 -19.9513 444 51883 163 225651 2.0 124.59 0.6374268937698886 9.729999542236328 285.4820027790765 334.94670623089667 8243-9101 0.6299999952316284 nan
8243 12705 50820 131.614974049 53.0456399873 0.0455372 0.62662 79.0405 4313810000.0 -19.7406 447 51877 401 215985 2.0 40.08 0.6197664361251028 9.75 375.96640593213203 417.02758337181876 8243-12705 0.5899999737739563 nan
8618 1901 120324 319.194045241 11.5400106533 0.0167445 0.567433 59.4938 697551000.0 -17.2775 729 52468 406 727304 1.0 2.0 0.8188530898675686 9.260000228881836 268.39294047016483 366.7632037194108 8618-1901 1.4500000476837158 nan
8618 12703 120327 319.451824118 11.6605961542 0.0378372 0.751346 124.462 2651540000.0 -18.2402 729 52468 413 727306 2.0 25.28 0.9748382306630574 8.84000015258789 60.61446676487688 77.28344512521802 8618-12703 0.10999999940395355 nan
8082 12701 645668 48.8964560143 -1.01628610453 0.0268005 0.680154 6.84366 12503600000.0 -20.2738 413 51821 297 806689 2.0 33.83 0.35872668895469045 9.9399995803833 406.51002201126624 452.8903600930886 8082-12701 2.680000066757202 nan
8082 9101 40459 48.6427236336 0.532374876049 0.0209924 0.914736 154.966 1116990000.0 -17.8188 412 52258 600 -1 -1.0 -1.0 1.4248302010410652 8.970000267028809 -2472.45380128665 269.7672315718167 8082-9101 0.4699999988079071 nan
8082 1902 645704 50.1606436872 -1.03501853817 0.0210053 0.699997 112.774 6026540000.0 -19.1927 413 51821 94 806837 1.0 2.0 2.337979224420363 10.0 501.2982059216172 562.9102759231567 8082-1902 5.139999866485596 nan
8082 3701 40496 50.1713758746 -1.17610455905 0.0212637 0.608738 149.316 770586000.0 -17.4661 413 51821 41 1667757 2.0 40.6 1.445864033946529 9.9399995803833 418.46735910006026 467.6246693557902 8082-3701 4.389999866485596 nan
8082 6103 40668 49.7821722131 0.955959017951 0.0238831 0.793699 129.792 4956800000.0 -19.5311 413 51821 453 2965 2.0 112.45 0.4672657250418637 9.550000190734863 427.413168354555 590.1589516895586 8082-6103 1.3700000047683716 nan
8082 12703 40545 49.5116507923 -0.538961269538 0.021046 0.357416 44.5598 8620730000.0 -19.466 413 51821 185 764774 1.0 2.0 0.7499887894610969 9.4399995803833 284.8132573908721 340.4910370311929 8082-12703 1.399999976158142 nan
8082 3703 40499 50.1888813763 -1.05394484938 0.0207893 0.771803 42.9807 4874000000.0 -18.902 413 51821 49 1667747 1.0 1.0 2.0845748117683156 10.050000190734863 523.6987675273615 602.3322161050435 8082-3703 5.659999847412109 nan
8082 6102 40680 49.9459168383 0.584580029822 0.0241663 0.964412 61.5748 30886000000.0 -21.0576 413 51821 485 1032914 1.0 1.0 1.0430710537927035 9.789999961853027 1161.101791931834 1732.197461579088 8082-6102 2.319999933242798 nan
8082 12702 40611 48.4384159113 -0.241460052673 0.0259804 0.484718 65.4308 62819400000.0 -21.6454 413 51821 309 1031077 1.0 1.0 1.1084263338636806 9.970000267028809 626.5216538926853 743.1369982303748 8082-12702 3.0299999713897705 nan
8446 12701 442197 203.635904637 36.0481238489 0.0233233 0.371671 67.1258 1368190000.0 -18.6765 2101 53858 283 1862922 2.0 54.6 0.7660866591973514 9.949999809265137 226.20425189702766 309.14581092593784 8446-12701 3.5899999141693115 nan
8448 12705 515401 166.75565 22.29621 0.0223889 0.67512 60.1128 2004140000.0 -18.6078 2488 54149 602 2288873 2.0 87.05 1.1446459304056895 9.5 210.11025410075288 333.46530650829163 8448-12705 1.340000033378601 nan
8448 3704 515379 166.35568129 22.6211668773 0.0221119 0.551367 80.3316 924276000.0 -17.9419 2488 54149 562 2291215 2.0 83.13 0.7397816482099514 9.279999732971191 198.97806612877957 142.64090282725766 8448-3704 0.8199999928474426 nan
8448 3702 515607 166.62546171 22.924043303 0.0216055 0.45918 19.7804 1286190000.0 -17.7224 2489 53857 295 2261860 2.0 34.82 0.546143562563004 9.119999885559082 122.70031899646335 314.06778899094746 8448-3702 0.5799999833106995 nan
8448 12702 514321 166.01663 22.6354 0.0267404 0.548745 161.875 4059370000.0 -19.4106 2486 53876 80 2252494 2.0 56.53 0.6369174985532408 9.770000457763672 301.4390890142588 130.38436786727863 8448-12702 1.7200000286102295 nan
8448 6104 515497 167.11375 22.61958 0.021597 0.859754 99.2101 2543400000.0 -18.7779 2489 53857 135 2291234 2.0 143.75 0.6706920901671151 9.390000343322754 389.6548479466053 391.612912509151 8448-6104 1.090000033378601 nan
8083 3702 40686 49.9732256506 0.391442192294 0.0238441 0.785912 52.9309 2200660000.0 -18.1911 413 51821 500 772840 1.0 2.0 0.9911166750534479 9.539999961853027 -1615.6202874810247 708.3500359526414 8083-3702 1.3700000047683716 nan
8083 3704 40871 51.2847361951 -0.544948058759 0.0375518 0.467922 104.037 3625160000.0 -18.6095 414 51869 229 764927 1.0 1.0 1.4556935256995134 9.779999732971191 -1130.3848997299265 606.4927990542949 8083-3704 0.9900000095367432 nan
8083 12701 40901 50.5013985806 -0.807105203712 0.035921 0.297709 71.5629 2591630000.0 -18.25 414 51869 281 1030087 2.0 27.71 0.4991247515686786 10.119999885559082 223.11686224442897 263.9692454722822 8083-12701 2.1600000858306885 nan
8083 1901 40670 49.7676691625 0.937496943591 0.0375755 0.525083 138.015 2722160000.0 -18.4389 413 51821 456 2968 1.0 2.0 2.5077405222858564 10.0600004196167 177.42767000532874 252.62880166321642 8083-1901 1.7899999618530273 nan
8083 6102 40495 51.1150071408 -0.0863352016678 0.0364771 0.554429 68.8821 41140100000.0 -21.1322 413 51821 39 769327 2.0 15.29 0.8097339955947657 10.199999809265137 -1200.387832698065 812.2744493532451 8083-6102 2.630000114440918 nan
8083 3703 40728 50.8270977687 0.939891848291 0.0364622 0.45333 96.7908 2711480000.0 -18.8449 413 51821 615 3074 2.0 51.26 0.36174486685490265 9.420000076293945 151.45688780788115 155.94449929848503 8083-3703 0.4399999976158142 nan
8083 6101 40476 50.50408 -1.05393 0.0265395 0.340149 135.167 11627900000.0 -19.7276 413 51821 3 -1 -1.0 -1.0 1.0390478206586233 10.029999732971191 415.7930965998321 439.18810459266155 8083-6101 3.380000114440918 nan
8083 12703 40681 49.9293385832 0.565477825589 0.0243398 0.421139 154.798 9124790000.0 -19.9683 413 51821 488 1032913 2.0 33.06 1.0879752688389392 9.8100004196167 -1101.4380210869688 604.1922277834423 8083-12703 2.359999895095825 nan
8083 12704 645723 50.6967861467 0.149366137403 0.0228308 0.885436 149.755 17661300000.0 -20.7127 413 51821 593 1670299 2.0 36.83 0.35907734174532624 10.039999961853027 475.51288749750654 522.8490120447697 8083-12704 4.670000076293945 nan
8077 12704 39444 41.2805684533 0.950165001317 0.024507 0.854854 165.967 7474500000.0 -19.7518 409 51871 378 2117 2.0 28.21 0.7715458794855364 9.619999885559082 260.18147240932484 104.07258896372994 8077-12704 1.7100000381469727 nan
8274 9102 270924 165.104138211 43.0196919506 0.0374543 -999.0 -999.0 0.0 -999.0 1362 53050 617 1244207 2.0 176.61 1.0783490016732995 9.880000114440918 nan nan 8274-9102 1.190000057220459 nan
8274 12701 293722 164.585191631 40.7882342626 0.0255946 0.376089 100.148 2059780000.0 -18.4989 1437 53046 270 1275553 2.0 30.55 1.0331550366950757 9.140000343322754 194.26202975274796 237.43136969780306 8274-12701 0.4699999988079071 nan
8274 3701 293166 164.497127195 40.8279722463 0.0240103 0.719208 169.601 13990100000.0 -20.0034 1435 52996 538 1275539 1.0 1.0 2.067918316669056 9.630000114440918 -1437.8345376647726 1119.7550253285215 8274-3701 1.649999976158142 nan
8274 1902 271445 166.78133818 42.825496152 0.0368781 0.965153 103.066 2895900000.0 -18.3623 1364 53061 306 1242026 2.0 25.26 1.9926513385996047 9.09000015258789 -3817.548877522927 519.7063536968149 8274-1902 0.20000000298023224 nan
8274 12702 293167 164.410760825 41.0548595378 0.0254646 0.53008 60.7491 661283000.0 -17.8177 1435 52996 539 1296892 2.0 56.27 0.8472404031192555 9.15999984741211 148.5940813240262 179.25635207342845 8274-12702 0.49000000953674316 nan
8274 6101 293102 163.734794052 41.4984615909 0.0246276 0.889931 85.0249 11768900000.0 -19.9139 1435 52996 439 1277630 1.0 1.0 0.5703318967657575 9.649999618530273 756.4210573879253 859.469723177005 8274-6101 1.6100000143051147 nan
8449 9102 516771 169.684933409 21.5641842202 0.0212186 0.772666 51.4933 2095760000.0 -19.1163 2492 54178 636 2301857 2.0 59.42 0.44178475772633274 9.680000305175781 281.9729037799679 411.1448485283331 8449-9102 2.240000009536743 nan
8449 3703 516866 169.299256773 23.5856597108 0.0420595 0.756579 18.0191 1548510000.0 -19.7261 2493 54115 150 2262815 2.0 140.01 0.9676444899867958 9.829999923706055 91.75682679695612 434.31564683892566 8449-3703 0.8399999737739563 nan
8449 6101 516854 169.243276644 23.1917783127 0.0211796 0.501253 92.991 704137000.0 -17.9613 2493 54115 121 2261902 2.0 129.35 1.232868819731135 9.5 212.64282370539811 161.79345281932464 8449-6101 1.4900000095367432 nan
8449 12705 658947 169.342672388 22.3385004333 0.0323767 0.348455 136.258 18063400000.0 -20.5509 2496 54178 341 2311349 2.0 30.22 0.7209049754380898 10.600000381469727 571.8397652594437 248.5795994504671 8449-12705 8.15999984741211 nan
8449 12703 658421 168.210368952 23.2566112518 0.0212163 0.214671 46.1451 4212170000.0 -19.3481 2489 53857 25 2318919 2.0 45.64 0.7424245009017534 9.949999809265137 285.65975165631835 196.58305490327285 8449-12703 4.190000057220459 nan
8449 12702 516946 168.375102601 23.1770062118 0.0207018 0.571559 88.7794 3309440000.0 -19.2192 2493 54115 292 2261891 2.0 64.08 0.7195913000274122 9.65999984741211 277.8586938121112 332.6992254855542 8449-12702 2.240000009536743 nan
8449 12704 610857 168.378001543 23.304901593 0.0207039 0.494881 81.6093 3275550000.0 -19.3044 6420 56304 492 -1 -1.0 -1.0 0.6522179818900802 10.0600004196167 314.1683879829321 100.11959617038494 8449-12704 5.599999904632568 nan
8440 12703 648145 136.74835 41.4406 0.0261259 0.511491 36.447 1731540000.0 -18.916 1200 52668 473 865474 2.0 57.36 0.521895189795724 9.8100004196167 335.160955850017 384.0385952448111 8440-12703 2.119999885559082 nan
8440 12705 229635 135.833415124 40.4647129399 0.0412467 0.462887 2.15529 28495000000.0 -20.7991 1200 52668 284 847631 2.0 21.51 1.2845206408949137 10.399999618530273 604.6813408737565 622.7315301535702 8440-12705 3.1700000762939453 nan
8440 3703 229618 136.200279581 40.591721496 0.0270093 0.833121 58.1144 9824180000.0 -19.776 1200 52668 251 863953 2.0 33.93 1.0080758791476745 9.199999809265137 117.52139717164472 141.02567660597367 8440-3703 0.47999998927116394 nan
8440 6102 229642 135.720053781 40.346684357 0.0414408 0.461213 133.713 1463760000.0 -19.1242 1200 52668 298 863947 2.0 136.59 0.8034419666637074 9.710000038146973 107.06765415370879 259.2164258458213 8440-6102 0.6499999761581421 nan
8440 12701 229173 135.065110305 40.2967379097 0.0289061 0.512614 114.69 25337100000.0 -20.795 1198 52669 574 865409 2.0 25.2 0.6455239612042141 10.180000305175781 412.28988411741824 435.5830979093628 8440-12701 4.059999942779541 nan
8440 1902 229609 136.27802341 41.2308996069 0.0251859 0.777895 39.5174 2175250000.0 -18.769 1200 52668 234 850064 2.0 163.81 0.6249400625983588 9.1899995803833 288.0357225648698 318.2715166462649 8440-1902 0.5400000214576721 nan
8952 6104 429443 204.933971495 27.7764741491 0.0282108 0.961774 86.2416 8631970000.0 -20.491 2017 53474 265 1977958 2.0 71.5 0.526454730969861 9.789999961853027 178.93370935648147 646.3523786958617 8952-6104 1.7000000476837158 nan
8952 6103 676531 204.674179172 27.742410862 0.0362095 0.525359 11.7168 17929100000.0 -20.5215 2017 53474 296 1977943 2.0 29.27 0.7849560331298289 9.90999984741211 396.060235424153 131.62832750001525 8952-6103 1.3600000143051147 nan
8952 12703 484847 206.470668082 26.7751572173 0.0298759 0.536654 12.2569 13162800000.0 -20.258 2246 53767 608 2010058 2.0 40.37 0.5148526304820755 9.84000015258789 442.04662319235786 245.3180991979037 8952-12703 1.7200000286102295 nan
9048 12704 313106 244.69865757 25.1887382793 0.0395079 0.882805 167.415 2019340000.0 -19.1373 1575 53493 151 1402347 2.0 66.82 0.8092531685531746 9.9399995803833 312.93931067442037 323.5835049150469 9048-12704 1.2699999809265137 nan
9041 9102 685757 235.941918996 28.4152116397 0.0327509 0.836469 127.17 20014800000.0 -20.8353 1653 53534 512 1327891 2.0 43.69 0.3621347637932911 10.329999923706055 521.8842446799079 333.9329257916893 9041-9102 4.5 nan
9041 12701 279848 236.941512144 28.6416976104 0.0332619 0.891781 7.56454 41557700000.0 -21.9201 1390 53142 282 1384972 2.0 40.69 0.15375127491773372 10.359999656677246 364.6672452141439 497.27351620110534 9041-12701 4.699999809265137 nan
9041 12702 279368 236.389753136 30.1474062658 0.0316281 0.475875 165.883 16192000000.0 -20.5454 1389 53135 40 1402014 2.0 34.51 0.3710640705459915 10.359999656677246 478.6740345355892 281.9742531231024 9041-12702 5.179999828338623 nan
9041 12703 279577 234.679302212 30.6712885647 0.0562439 0.502874 140.938 21749800000.0 -20.8722 1389 53135 467 1388323 2.0 33.75 0.4726654522235577 10.350000381469727 288.074503949346 136.51723480330455 9041-12703 1.6100000143051147 nan
8937 12701 161563 117.146319291 30.1543656985 0.0270549 0.232773 121.068 7846860000.0 -19.4617 889 52663 504 830302 2.0 27.84 0.7667858631741596 10.15999984741211 361.9421547137365 252.94821039653178 8937-12701 4.389999866485596 nan
8937 6103 213335 118.998275581 29.8320062313 0.0167859 0.689197 148.341 329795000.0 -17.1644 1060 52636 508 777609 2.0 78.86 0.8487410567735842 8.979999542236328 202.87782625367097 487.18280726221667 8937-6103 0.7699999809265137 nan
